old_path,new_path,phase,data_layer,role,reason,update_required
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/旭化成株式会社__580004915__rep1__gas1.json,data/interim/unclear/580004915_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580004915_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/明治ホールディングス株式会社__985814507__rep1__gas1.json,data/interim/unclear/985814507_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985814507_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/本田技研工業株式会社__985757509__rep1__gas1.json,data/interim/unclear/985757509_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985757509_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東ソー株式会社__640351830__rep1__gas1.json,data/interim/unclear/640351830_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/640351830_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東レ株式会社__985546003__rep1__gas1.json,data/interim/unclear/985546003_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985546003_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東亞合成株式会社__985462709__rep1__gas1.json,data/interim/unclear/985462709_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985462709_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東京電力ホールディングス株式会社__985496609__rep1__gas1.json,data/interim/unclear/985496609_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985496609_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東北電力株式会社__100034834__rep1__gas1.json,data/interim/unclear/100034834_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/100034834_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東急不動産ホールディングス株式会社__985471403__rep1__gas1.json,data/interim/unclear/985471403_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985471403_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東急株式会社__985475903__rep1__gas1.json,data/interim/unclear/985475903_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985475903_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東日本旅客鉄道株式会社__987070351__rep1__gas1.json,data/interim/unclear/987070351_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/987070351_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東洋紡株式会社__580005000__rep1__gas1.json,data/interim/unclear/580005000_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580005000_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/東邦チタニウム株式会社__985530701__rep1__gas1.json,data/interim/unclear/985530701_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985530701_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/栗田工業株式会社__985176001__rep1__gas1.json,data/interim/unclear/985176001_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985176001_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社_アイシン__400000066__rep1__gas1.json,data/interim/unclear/400000066_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400000066_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社_上組__530011724__rep1__gas1.json,data/interim/unclear/530011724_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/530011724_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社アマダ__200106551__rep1__gas1.json,data/interim/unclear/200106551_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/200106551_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社アーレスティ__985724508__rep1__gas1.json,data/interim/unclear/985724508_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985724508_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社イトーキ__580191442__rep1__gas1.json,data/interim/unclear/580191442_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580191442_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社エフ_シー_シー__430018867__rep1__gas1.json,data/interim/unclear/430018867_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/430018867_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社オキサイド__280263436__rep1__gas1.json,data/interim/unclear/280263436_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/280263436_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社カネカ__580046998__rep1__gas1.json,data/interim/unclear/580046998_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580046998_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社クボタ__580010082__rep1__gas1.json,data/interim/unclear/580010082_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580010082_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社クラレ__580006061__rep1__gas1.json,data/interim/unclear/580006061_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580006061_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社ジェイテクト__580002189__rep1__gas1.json,data/interim/unclear/580002189_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002189_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社ダイセル__580005215__rep1__gas1.json,data/interim/unclear/580005215_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580005215_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社ダイフク__580014081__rep1__gas1.json,data/interim/unclear/580014081_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580014081_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社ダイヘン__580004129__rep1__gas1.json,data/interim/unclear/580004129_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580004129_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社デンソー__400108408__rep1__gas1.json,data/interim/unclear/400108408_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400108408_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社トクヤマ__640006257__rep1__gas1.json,data/interim/unclear/640006257_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/640006257_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社フジクラ__985741607__rep1__gas1.json,data/interim/unclear/985741607_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985741607_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社ブリヂストン__985721702__rep1__gas1.json,data/interim/unclear/985721702_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985721702_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社レゾナック_ホールディングス__985710306__rep1__gas1.json,data/interim/unclear/985710306_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985710306_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社中山製鋼所__580002877__rep1__gas1.json,data/interim/unclear/580002877_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580002877_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社伊藤園__985035755__rep1__gas1.json,data/interim/unclear/985035755_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985035755_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社佐藤渡辺__985866101__rep1__gas1.json,data/interim/unclear/985866101_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985866101_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社商船三井__985091807__rep1__gas1.json,data/interim/unclear/985091807_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985091807_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社大林組__580000489__rep1__gas1.json,data/interim/unclear/580000489_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580000489_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社大阪ソーダ__580024346__rep1__gas1.json,data/interim/unclear/580024346_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580024346_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社大阪チタニウムテクノロジーズ__250294997__rep1__gas1.json,data/interim/unclear/250294997_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/250294997_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社山善__580031215__rep1__gas1.json,data/interim/unclear/580031215_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580031215_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社島津製作所__500011492__rep1__gas1.json,data/interim/unclear/500011492_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/500011492_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社日本触媒__580003239__rep1__gas1.json,data/interim/unclear/580003239_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/580003239_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社日立製作所__985711303__rep1__gas1.json,data/interim/unclear/985711303_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985711303_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社明電舎__985815308__rep1__gas1.json,data/interim/unclear/985815308_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985815308_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社村田製作所__500032213__rep1__gas1.json,data/interim/unclear/500032213_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/500032213_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社東光高岳__348007181__rep1__gas1.json,data/interim/unclear/348007181_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/348007181_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社東海理化電機製作所__400090555__rep1__gas1.json,data/interim/unclear/400090555_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/400090555_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社神戸製鋼所__530000266__rep1__gas1.json,data/interim/unclear/530000266_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/530000266_rep1_gas1.json,N
data/data_collection/processed/yfinance_gx_20251219_172854/2nd screening/_generated_envgraph_20251223_205917/raw_json/株式会社荏原製作所__985073809__rep1__gas1.json,data/interim/unclear/985073809_rep1_gas1.json,P0,interim,intermediate,COLLISION: data/interim/unclear/985073809_rep1_gas1.json,N
